DEB [20240616-08:09:41.511] thr=1   paramiko.transport: starting thread (client mode): 0x61419390
DEB [20240616-08:30:42.193] thr=1   paramiko.transport: server key: rsa-sha2-512, rsa-sha2-256, ecdsa-sha2-nistp256, ssh-ed25519
DEB [20240616-08:30:42.194] thr=1   paramiko.transport: client encrypt: chacha20-poly1305@openssh.com, aes128-ctr, aes192-ctr, aes256-ctr, aes128-gcm@openssh.com, aes256-gcm@openssh.com
DEB [20240616-08:30:42.194] thr=1   paramiko.transport: server encrypt: chacha20-poly1305@openssh.com, aes128-ctr, aes192-ctr, aes256-ctr, aes128-gcm@openssh.com, aes256-gcm@openssh.com
DEB [20240616-08:30:42.194] thr=1   paramiko.transport: client mac: umac-64-etm@openssh.com, umac-128-etm@openssh.com, hmac-sha2-256-etm@openssh.com, hmac-sha2-512-etm@openssh.com, hmac-sha1-etm@openssh.com, umac-64@openssh.com, umac-128@openssh.com, hmac-sha2-256, hmac-sha2-512, hmac-sha1
DEB [20240616-08:30:42.195] thr=1   paramiko.transport: server mac: umac-64-etm@openssh.com, umac-128-etm@openssh.com, hmac-sha2-256-etm@openssh.com, hmac-sha2-512-etm@openssh.com, hmac-sha1-etm@openssh.com, umac-64@openssh.com, umac-128@openssh.com, hmac-sha2-256, hmac-sha2-512, hmac-sha1
DEB [20240616-08:30:42.195] thr=1   paramiko.transport: client compress: none, zlib@openssh.com
DEB [20240616-08:30:42.195] thr=1   paramiko.transport: server compress: none, zlib@openssh.com
DEB [20240616-08:30:42.196] thr=1   paramiko.transport: client lang: <none>
DEB [20240616-08:30:42.196] thr=1   paramiko.transport: server lang: <none>
DEB [20240616-08:30:42.196] thr=1   paramiko.transport: kex follows: False
DEB [20240616-08:30:42.196] thr=1   paramiko.transport: === Key exchange agreements ===
DEB [20240616-08:30:42.196] thr=1   paramiko.transport: Strict kex mode: True
DEB [20240616-08:30:42.196] thr=1   paramiko.transport: Kex: curve25519-sha256@libssh.org
DEB [20240616-08:30:42.197] thr=1   paramiko.transport: HostKey: ssh-ed25519
DEB [20240616-08:30:42.197] thr=1   paramiko.transport: Cipher: aes128-ctr
DEB [20240616-08:30:42.197] thr=1   paramiko.transport: MAC: hmac-sha2-256
DEB [20240616-08:30:42.197] thr=1   paramiko.transport: Compression: none
DEB [20240616-08:30:42.197] thr=1   paramiko.transport: === End of kex handshake ===
DEB [20240616-08:30:42.219] thr=1   paramiko.transport: Resetting outbound seqno after NEWKEYS due to strict mode
DEB [20240616-08:30:42.219] thr=1   paramiko.transport: kex engine KexCurve25519 specified hash_algo <built-in function openssl_sha256>
DEB [20240616-08:30:42.220] thr=1   paramiko.transport: Switch to new keys ...
DEB [20240616-08:30:42.220] thr=1   paramiko.transport: Resetting inbound seqno after NEWKEYS due to strict mode
DEB [20240616-08:30:42.220] thr=1   paramiko.transport: Got EXT_INFO: {'server-sig-algs': b'ssh-ed25519,sk-ssh-ed25519@openssh.com,ecdsa-sha2-nistp256,ecdsa-sha2-nistp384,ecdsa-sha2-nistp521,sk-ecdsa-sha2-nistp256@openssh.com,webauthn-sk-ecdsa-sha2-nistp256@openssh.com,ssh-dss,ssh-rsa,rsa-sha2-256,rsa-sha2-512', 'publickey-hostbound@openssh.com': b'0'}
DEB [20240616-08:30:42.220] thr=2   paramiko.transport: Adding ssh-ed25519 host key for 192.168.86.32: b'61d977d0073a985efcae427326f11495'
DEB [20240616-08:30:42.221] thr=2   paramiko.transport: Trying SSH key b'db1986f5e1dc37daf021ed2144a4264f'
DEB [20240616-08:30:42.285] thr=1   paramiko.transport: userauth is OK
DEB [20240616-08:30:42.285] thr=1   paramiko.transport: Finalizing pubkey algorithm for key of type 'ssh-rsa'
DEB [20240616-08:30:42.285] thr=1   paramiko.transport: Our pubkey algorithm list: ['rsa-sha2-512', 'rsa-sha2-256', 'ssh-rsa']
DEB [20240616-08:30:42.286] thr=1   paramiko.transport: Server-side algorithm list: ['ssh-ed25519', 'sk-ssh-ed25519@openssh.com', 'ecdsa-sha2-nistp256', 'ecdsa-sha2-nistp384', 'ecdsa-sha2-nistp521', 'sk-ecdsa-sha2-nistp256@openssh.com', 'webauthn-sk-ecdsa-sha2-nistp256@openssh.com', 'ssh-dss', 'ssh-rsa', 'rsa-sha2-256', 'rsa-sha2-512']
DEB [20240616-08:30:42.286] thr=1   paramiko.transport: Agreed upon 'rsa-sha2-512' pubkey algorithm
INF [20240616-08:30:42.309] thr=1   paramiko.transport: Authentication (publickey) failed.
DEB [20240616-08:30:42.317] thr=1   paramiko.transport: EOF in transport thread
DEB [20240616-08:31:39.106] thr=1   paramiko.transport: starting thread (client mode): 0xc4a79790
DEB [20240616-08:31:39.107] thr=1   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_3.4.0
DEB [20240616-08:31:39.121] thr=1   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_9.3p1 Ubuntu-1ubuntu3.2
INF [20240616-08:31:39.122] thr=1   paramiko.transport: Connected (version 2.0, client OpenSSH_9.3p1)
DEB [20240616-08:31:39.134] thr=1   paramiko.transport: === Key exchange possibilities ===
DEB [20240616-08:31:39.134] thr=1   paramiko.transport: kex algos: sntrup761x25519-sha512@openssh.com, curve25519-sha256, curve25519-sha256@libssh.org, ecdh-sha2-nistp256, ecdh-sha2-nistp384, ecdh-sha2-nistp521, diffie-hellman-group-exchange-sha256, diffie-hellman-group16-sha512, diffie-hellman-group18-sha512, diffie-hellman-group14-sha256, kex-strict-s-v00@openssh.com
DEB [20240616-08:31:39.134] thr=1   paramiko.transport: server key: rsa-sha2-512, rsa-sha2-256, ecdsa-sha2-nistp256, ssh-ed25519
DEB [20240616-08:31:39.135] thr=1   paramiko.transport: client encrypt: chacha20-poly1305@openssh.com, aes128-ctr, aes192-ctr, aes256-ctr, aes128-gcm@openssh.com, aes256-gcm@openssh.com
DEB [20240616-08:31:39.135] thr=1   paramiko.transport: server encrypt: chacha20-poly1305@openssh.com, aes128-ctr, aes192-ctr, aes256-ctr, aes128-gcm@openssh.com, aes256-gcm@openssh.com
DEB [20240616-08:31:39.135] thr=1   paramiko.transport: client mac: umac-64-etm@openssh.com, umac-128-etm@openssh.com, hmac-sha2-256-etm@openssh.com, hmac-sha2-512-etm@openssh.com, hmac-sha1-etm@openssh.com, umac-64@openssh.com, umac-128@openssh.com, hmac-sha2-256, hmac-sha2-512, hmac-sha1
DEB [20240616-08:31:39.136] thr=1   paramiko.transport: server mac: umac-64-etm@openssh.com, umac-128-etm@openssh.com, hmac-sha2-256-etm@openssh.com, hmac-sha2-512-etm@openssh.com, hmac-sha1-etm@openssh.com, umac-64@openssh.com, umac-128@openssh.com, hmac-sha2-256, hmac-sha2-512, hmac-sha1
DEB [20240616-08:31:39.136] thr=1   paramiko.transport: client compress: none, zlib@openssh.com
DEB [20240616-08:31:39.136] thr=1   paramiko.transport: server compress: none, zlib@openssh.com
DEB [20240616-08:31:39.137] thr=1   paramiko.transport: client lang: <none>
DEB [20240616-08:31:39.137] thr=1   paramiko.transport: server lang: <none>
DEB [20240616-08:31:39.137] thr=1   paramiko.transport: kex follows: False
DEB [20240616-08:31:39.137] thr=1   paramiko.transport: === Key exchange agreements ===
DEB [20240616-08:31:39.137] thr=1   paramiko.transport: Strict kex mode: True
DEB [20240616-08:31:39.138] thr=1   paramiko.transport: Kex: curve25519-sha256@libssh.org
DEB [20240616-08:31:39.138] thr=1   paramiko.transport: HostKey: ssh-ed25519
DEB [20240616-08:31:39.138] thr=1   paramiko.transport: Cipher: aes128-ctr
DEB [20240616-08:31:39.138] thr=1   paramiko.transport: MAC: hmac-sha2-256
DEB [20240616-08:31:39.138] thr=1   paramiko.transport: Compression: none
DEB [20240616-08:31:39.138] thr=1   paramiko.transport: === End of kex handshake ===
DEB [20240616-08:31:39.159] thr=1   paramiko.transport: Resetting outbound seqno after NEWKEYS due to strict mode
DEB [20240616-08:31:39.159] thr=1   paramiko.transport: kex engine KexCurve25519 specified hash_algo <built-in function openssl_sha256>
DEB [20240616-08:31:39.160] thr=1   paramiko.transport: Switch to new keys ...
DEB [20240616-08:31:39.160] thr=1   paramiko.transport: Resetting inbound seqno after NEWKEYS due to strict mode
DEB [20240616-08:31:39.161] thr=1   paramiko.transport: Got EXT_INFO: {'server-sig-algs': b'ssh-ed25519,sk-ssh-ed25519@openssh.com,ecdsa-sha2-nistp256,ecdsa-sha2-nistp384,ecdsa-sha2-nistp521,sk-ecdsa-sha2-nistp256@openssh.com,webauthn-sk-ecdsa-sha2-nistp256@openssh.com,ssh-dss,ssh-rsa,rsa-sha2-256,rsa-sha2-512', 'publickey-hostbound@openssh.com': b'0'}
DEB [20240616-08:31:39.161] thr=2   paramiko.transport: Adding ssh-ed25519 host key for 192.168.86.32: b'61d977d0073a985efcae427326f11495'
DEB [20240616-08:31:39.162] thr=2   paramiko.transport: Trying SSH key b'db1986f5e1dc37daf021ed2144a4264f'
DEB [20240616-08:31:39.224] thr=1   paramiko.transport: userauth is OK
DEB [20240616-08:31:39.224] thr=1   paramiko.transport: Finalizing pubkey algorithm for key of type 'ssh-rsa'
DEB [20240616-08:31:39.225] thr=1   paramiko.transport: Our pubkey algorithm list: ['rsa-sha2-512', 'rsa-sha2-256', 'ssh-rsa']
DEB [20240616-08:31:39.225] thr=1   paramiko.transport: Server-side algorithm list: ['ssh-ed25519', 'sk-ssh-ed25519@openssh.com', 'ecdsa-sha2-nistp256', 'ecdsa-sha2-nistp384', 'ecdsa-sha2-nistp521', 'sk-ecdsa-sha2-nistp256@openssh.com', 'webauthn-sk-ecdsa-sha2-nistp256@openssh.com', 'ssh-dss', 'ssh-rsa', 'rsa-sha2-256', 'rsa-sha2-512']
DEB [20240616-08:31:39.225] thr=1   paramiko.transport: Agreed upon 'rsa-sha2-512' pubkey algorithm
INF [20240616-08:31:39.248] thr=1   paramiko.transport: Authentication (publickey) failed.
DEB [20240616-08:31:39.257] thr=1   paramiko.transport: EOF in transport thread
DEB [20240616-08:45:26.627] thr=1   paramiko.transport: starting thread (client mode): 0xbef9790
DEB [20240616-08:45:26.628] thr=1   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_3.4.0
DEB [20240616-08:45:26.641] thr=1   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_9.3p1 Ubuntu-1ubuntu3.2
INF [20240616-08:45:26.642] thr=1   paramiko.transport: Connected (version 2.0, client OpenSSH_9.3p1)
DEB [20240616-08:45:26.663] thr=1   paramiko.transport: === Key exchange possibilities ===
DEB [20240616-08:45:26.663] thr=1   paramiko.transport: kex algos: sntrup761x25519-sha512@openssh.com, curve25519-sha256, curve25519-sha256@libssh.org, ecdh-sha2-nistp256, ecdh-sha2-nistp384, ecdh-sha2-nistp521, diffie-hellman-group-exchange-sha256, diffie-hellman-group16-sha512, diffie-hellman-group18-sha512, diffie-hellman-group14-sha256, kex-strict-s-v00@openssh.com
DEB [20240616-08:45:26.664] thr=1   paramiko.transport: server key: rsa-sha2-512, rsa-sha2-256, ecdsa-sha2-nistp256, ssh-ed25519
DEB [20240616-08:45:26.664] thr=1   paramiko.transport: client encrypt: chacha20-poly1305@openssh.com, aes128-ctr, aes192-ctr, aes256-ctr, aes128-gcm@openssh.com, aes256-gcm@openssh.com
DEB [20240616-08:45:26.664] thr=1   paramiko.transport: server encrypt: chacha20-poly1305@openssh.com, aes128-ctr, aes192-ctr, aes256-ctr, aes128-gcm@openssh.com, aes256-gcm@openssh.com
DEB [20240616-08:45:26.665] thr=1   paramiko.transport: client mac: umac-64-etm@openssh.com, umac-128-etm@openssh.com, hmac-sha2-256-etm@openssh.com, hmac-sha2-512-etm@openssh.com, hmac-sha1-etm@openssh.com, umac-64@openssh.com, umac-128@openssh.com, hmac-sha2-256, hmac-sha2-512, hmac-sha1
DEB [20240616-08:45:26.665] thr=1   paramiko.transport: server mac: umac-64-etm@openssh.com, umac-128-etm@openssh.com, hmac-sha2-256-etm@openssh.com, hmac-sha2-512-etm@openssh.com, hmac-sha1-etm@openssh.com, umac-64@openssh.com, umac-128@openssh.com, hmac-sha2-256, hmac-sha2-512, hmac-sha1
DEB [20240616-08:45:26.665] thr=1   paramiko.transport: client compress: none, zlib@openssh.com
DEB [20240616-08:45:26.666] thr=1   paramiko.transport: server compress: none, zlib@openssh.com
DEB [20240616-08:45:26.666] thr=1   paramiko.transport: client lang: <none>
DEB [20240616-08:45:26.666] thr=1   paramiko.transport: server lang: <none>
DEB [20240616-08:45:26.666] thr=1   paramiko.transport: kex follows: False
DEB [20240616-08:45:26.666] thr=1   paramiko.transport: === Key exchange agreements ===
DEB [20240616-08:45:26.667] thr=1   paramiko.transport: Strict kex mode: True
DEB [20240616-08:45:26.667] thr=1   paramiko.transport: Kex: curve25519-sha256@libssh.org
DEB [20240616-08:45:26.667] thr=1   paramiko.transport: HostKey: ssh-ed25519
DEB [20240616-08:45:26.667] thr=1   paramiko.transport: Cipher: aes128-ctr
DEB [20240616-08:45:26.667] thr=1   paramiko.transport: MAC: hmac-sha2-256
DEB [20240616-08:45:26.668] thr=1   paramiko.transport: Compression: none
DEB [20240616-08:45:26.668] thr=1   paramiko.transport: === End of kex handshake ===
DEB [20240616-08:45:26.689] thr=1   paramiko.transport: Resetting outbound seqno after NEWKEYS due to strict mode
DEB [20240616-08:45:26.689] thr=1   paramiko.transport: kex engine KexCurve25519 specified hash_algo <built-in function openssl_sha256>
DEB [20240616-08:45:26.690] thr=1   paramiko.transport: Switch to new keys ...
DEB [20240616-08:45:26.691] thr=1   paramiko.transport: Resetting inbound seqno after NEWKEYS due to strict mode
DEB [20240616-08:45:26.691] thr=1   paramiko.transport: Got EXT_INFO: {'server-sig-algs': b'ssh-ed25519,sk-ssh-ed25519@openssh.com,ecdsa-sha2-nistp256,ecdsa-sha2-nistp384,ecdsa-sha2-nistp521,sk-ecdsa-sha2-nistp256@openssh.com,webauthn-sk-ecdsa-sha2-nistp256@openssh.com,ssh-dss,ssh-rsa,rsa-sha2-256,rsa-sha2-512', 'publickey-hostbound@openssh.com': b'0'}
DEB [20240616-08:45:26.691] thr=2   paramiko.transport: Adding ssh-ed25519 host key for 192.168.86.32: b'61d977d0073a985efcae427326f11495'
DEB [20240616-08:45:26.692] thr=2   paramiko.transport: Trying SSH key b'db1986f5e1dc37daf021ed2144a4264f'
DEB [20240616-08:45:26.755] thr=1   paramiko.transport: userauth is OK
DEB [20240616-08:45:26.755] thr=1   paramiko.transport: Finalizing pubkey algorithm for key of type 'ssh-rsa'
DEB [20240616-08:45:26.755] thr=1   paramiko.transport: Our pubkey algorithm list: ['rsa-sha2-512', 'rsa-sha2-256', 'ssh-rsa']
DEB [20240616-08:45:26.756] thr=1   paramiko.transport: Server-side algorithm list: ['ssh-ed25519', 'sk-ssh-ed25519@openssh.com', 'ecdsa-sha2-nistp256', 'ecdsa-sha2-nistp384', 'ecdsa-sha2-nistp521', 'sk-ecdsa-sha2-nistp256@openssh.com', 'webauthn-sk-ecdsa-sha2-nistp256@openssh.com', 'ssh-dss', 'ssh-rsa', 'rsa-sha2-256', 'rsa-sha2-512']
DEB [20240616-08:45:26.756] thr=1   paramiko.transport: Agreed upon 'rsa-sha2-512' pubkey algorithm
INF [20240616-08:45:26.791] thr=1   paramiko.transport: Authentication (publickey) failed.
DEB [20240616-08:45:26.799] thr=1   paramiko.transport: EOF in transport thread
DEB [20240616-08:50:22.543] thr=1   paramiko.transport: starting thread (client mode): 0xd4e2a850
DEB [20240616-08:50:22.543] thr=1   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_3.4.0
DEB [20240616-08:50:22.554] thr=1   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_9.3p1 Ubuntu-1ubuntu3.2
INF [20240616-08:50:22.554] thr=1   paramiko.transport: Connected (version 2.0, client OpenSSH_9.3p1)
DEB [20240616-08:50:22.563] thr=1   paramiko.transport: === Key exchange possibilities ===
DEB [20240616-08:50:22.564] thr=1   paramiko.transport: kex algos: sntrup761x25519-sha512@openssh.com, curve25519-sha256, curve25519-sha256@libssh.org, ecdh-sha2-nistp256, ecdh-sha2-nistp384, ecdh-sha2-nistp521, diffie-hellman-group-exchange-sha256, diffie-hellman-group16-sha512, diffie-hellman-group18-sha512, diffie-hellman-group14-sha256, kex-strict-s-v00@openssh.com
DEB [20240616-08:50:22.564] thr=1   paramiko.transport: server key: rsa-sha2-512, rsa-sha2-256, ecdsa-sha2-nistp256, ssh-ed25519
DEB [20240616-08:50:22.565] thr=1   paramiko.transport: client encrypt: chacha20-poly1305@openssh.com, aes128-ctr, aes192-ctr, aes256-ctr, aes128-gcm@openssh.com, aes256-gcm@openssh.com
DEB [20240616-08:50:22.565] thr=1   paramiko.transport: server encrypt: chacha20-poly1305@openssh.com, aes128-ctr, aes192-ctr, aes256-ctr, aes128-gcm@openssh.com, aes256-gcm@openssh.com
